21	0.675505 0.819679 0.865336 0.734726 0.736293 0.811543 0.739968 0.786429 0.706686 0.896717 0.847676 0.7318 0.841424 0.821204 0.739575 0.754718 0.771113 0.720902 0.708753 0.811135 0.754759 0.856774 0.844465 0.845569 0.778162 0.77832 0.77301 0.766392 0.801755 0.810908 0.815571 0.798276 0.77906 0.757962 0.720511 0.727986 0.75519 0.820082 0.764408 0.709059 0.85568 0.776649 0.787407 0.751596 0.788377 0.72162 0.809166 0.743194 0.767927 0.782465 0.73317 0.756965 0.768402 0.807816 0.72681 0.775001 0.756823 0.750084 0.728856 0.777331 0.697645 0.715719 0.729843 0.87799 0.809819 0.710705 0.739556 0.822016 0.716155 0.788988 0.755305 0.785115 0.739128 0.743111 0.792059 0.816216 0.732577 0.718942 0.728505 0.715956 0.782114 0.76719 0.817864 0.780841 0.782497 0.709912 0.738673 0.714313 0.718971 0.739217 0.758845 0.821616 0.851569 0.787794 0.822023 0.765023 0.777301 0.815798 0.794668 0.707671 
22	0.712605 0.740002 0.765549 0.69862 0.706713 0.837325 0.70855 0.727737 0.694631 0.798075 0.763794 0.702846 0.752481 0.727365 0.708679 0.712891 0.715127 0.695738 0.776117 0.730676 0.708407 0.758453 0.7466 0.771797 0.802332 0.767502 0.770829 0.72064 0.717672 0.725702 0.732861 0.721006 0.771116 0.82005 0.702153 0.697284 0.709341 0.762621 0.709405 0.763063 0.764637 0.72123 0.724626 0.711227 0.725549 0.7023 0.817366 0.693053 0.71919 0.721088 0.701247 0.714253 0.70995 0.730137 0.697575 0.720138 0.691251 0.703515 0.748203 0.70703 0.68688 0.699397 0.704492 0.787898 0.835077 0.74845 0.690375 0.735203 0.689098 0.748934 0.712469 0.714907 0.708733 0.830894 0.726444 0.735194 0.694399 0.701363 0.70589 0.692048 0.798503 0.704098 0.726268 0.722368 0.726028 0.689994 0.807649 0.693673 0.686231 0.711095 0.709547 0.725417 0.759376 0.729544 0.736329 0.716089 0.733787 0.740338 0.858567 0.764499 
23	0.687142 0.805506 0.839884 0.876628 0.85447 0.712896 0.861285 0.912142 0.79625 0.843857 0.803145 0.865371 0.869 0.857474 0.871251 0.88682 0.890525 0.865678 0.694436 0.845385 0.88954 0.892377 0.873564 0.754315 0.710394 0.699092 0.711816 0.901456 0.774103 0.88538 0.783759 0.842679 0.710453 0.704709 0.823276 0.844946 0.90251 0.750501 0.875755 0.684238 0.909475 0.912655 0.917823 0.891859 0.917099 0.833398 0.717636 0.866565 0.89532 0.73759 0.880349 0.888172 0.86887 0.772109 0.857423 0.914251 0.74534 0.896368 0.694173 0.837724 0.835215 0.828146 0.851277 0.802823 0.726319 0.683528 0.896601 0.826357 0.843453 0.717248 0.89605 0.876622 0.861931 0.695962 0.925913 0.86353 0.702841 0.81345 0.828424 0.860497 0.725472 0.776059 0.849915 0.919206 0.925158 0.837996 0.705055 0.864532 0.818708 0.852893 0.900435 0.80667 0.801984 0.920907 0.898261 0.912906 0.718391 0.796419 0.720285 0.681082 
24	0.679651 0.898151 0.90688 0.788395 0.772158 0.767431 0.796944 0.794898 0.738175 0.914522 0.826318 0.78052 0.846725 0.88963 0.767798 0.796776 0.875462 0.781663 0.701445 0.90884 0.820901 0.870828 0.925055 0.824669 0.764643 0.786288 0.786736 0.777 0.894092 0.888147 0.868664 0.83121 0.761921 0.701858 0.775898 0.794822 0.822924 0.810293 0.873804 0.718208 0.91404 0.799267 0.861939 0.824523 0.86717 0.768595 0.752852 0.874623 0.834448 0.863555 0.778943 0.82292 0.882887 0.85309 0.772286 0.853555 0.859774 0.830703 0.754364 0.879442 0.766446 0.736088 0.795391 0.810143 0.761623 0.742199 0.829381 0.88382 0.833902 0.800757 0.82984 0.892828 0.795069 0.6979 0.829947 0.8392 0.82276 0.758321 0.765409 0.799816 0.768367 0.905718 0.880363 0.859111 0.83393 0.790011 0.688912 0.776432 0.816478 0.783995 0.853061 0.890359 0.89408 0.804445 0.893336 0.836815 0.807163 0.89005 0.720389 0.728089 
25	0.688804 0.877643 0.876901 0.824778 0.786964 0.744413 0.802699 0.867565 0.735195 0.905667 0.847774 0.808347 0.903461 0.893512 0.80404 0.829401 0.885204 0.807359 0.706257 0.89005 0.856125 0.91454 0.921957 0.799976 0.736139 0.74036 0.758682 0.839189 0.864976 0.906401 0.852438 0.871288 0.760681 0.714695 0.782314 0.799376 0.840053 0.820581 0.867111 0.697715 0.927245 0.837902 0.882465 0.838993 0.87441 0.785717 0.766466 0.884106 0.841049 0.816777 0.815268 0.837341 0.877292 0.834832 0.797373 0.865337 0.833006 0.877 0.719273 0.881359 0.79559 0.770846 0.811958 0.840935 0.738569 0.720817 0.823607 0.857476 0.823106 0.770762 0.842093 0.87662 0.800399 0.702876 0.86461 0.891264 0.799344 0.771542 0.779179 0.826562 0.763579 0.876131 0.906486 0.873301 0.855823 0.801737 0.706352 0.811364 0.824028 0.7955 0.858445 0.8789 0.875422 0.860722 0.91254 0.855991 0.777519 0.863631 0.745084 0.707533 
26	0.700767 0.916791 0.927646 0.831166 0.777149 0.806066 0.791249 0.852579 0.766315 0.892956 0.851805 0.771063 0.915721 0.863149 0.784758 0.810113 0.874252 0.770517 0.722805 0.926858 0.853567 0.92181 0.89587 0.841043 0.78579 0.796575 0.792665 0.836708 0.877261 0.866402 0.890766 0.879808 0.797687 0.740499 0.774873 0.821376 0.808164 0.83546 0.885072 0.724996 0.928996 0.852621 0.85831 0.823974 0.878726 0.757858 0.80986 0.867176 0.845514 0.86132 0.809007 0.833628 0.898361 0.832192 0.815202 0.84689 0.877871 0.8266 0.768865 0.882893 0.753945 0.761834 0.794434 0.884862 0.767651 0.733288 0.816764 0.902351 0.839086 0.81015 0.824177 0.903465 0.792399 0.726678 0.872562 0.891658 0.845177 0.775569 0.767656 0.831615 0.773501 0.916591 0.849719 0.855281 0.844605 0.804246 0.708017 0.787406 0.848331 0.785761 0.845939 0.846962 0.870303 0.861223 0.868829 0.820154 0.807641 0.883521 0.761225 0.743794 
27	0.69828 0.818212 0.833981 0.912535 0.878144 0.729425 0.885308 0.917675 0.839871 0.81959 0.786487 0.893031 0.85968 0.830185 0.896141 0.922296 0.902309 0.89771 0.703525 0.857783 0.899718 0.878683 0.858472 0.764766 0.722504 0.730421 0.72749 0.933018 0.788074 0.874321 0.802418 0.841108 0.740228 0.713686 0.853808 0.908039 0.916649 0.762579 0.890458 0.70053 0.892548 0.926963 0.922977 0.893854 0.929004 0.858493 0.735775 0.893839 0.909229 0.765083 0.908228 0.923929 0.889201 0.778645 0.905848 0.921836 0.789199 0.90758 0.713767 0.846207 0.874093 0.875456 0.864446 0.798558 0.720872 0.70749 0.892332 0.826415 0.891796 0.741077 0.904861 0.888091 0.891037 0.704667 0.930548 0.856953 0.759947 0.853292 0.865488 0.908765 0.728516 0.828559 0.83627 0.927532 0.9406 0.895871 0.705032 0.904804 0.893102 0.878768 0.907067 0.791085 0.805015 0.939293 0.871074 0.918232 0.73891 0.805767 0.725315 0.707218 
28	0.703175 0.875124 0.874937 0.905853 0.840558 0.758192 0.844022 0.922097 0.80893 0.855753 0.829669 0.864249 0.900618 0.870743 0.860714 0.892647 0.923897 0.866828 0.720568 0.908732 0.920492 0.910413 0.899018 0.799321 0.748016 0.761899 0.756508 0.908995 0.848014 0.910389 0.851718 0.886715 0.772275 0.726553 0.83038 0.890255 0.887625 0.812857 0.922036 0.714584 0.925444 0.914958 0.925704 0.889916 0.924339 0.826006 0.770291 0.919851 0.897415 0.820952 0.88524 0.893967 0.925779 0.826804 0.887569 0.904825 0.847354 0.923778 0.739564 0.894527 0.856862 0.843796 0.858624 0.836003 0.739797 0.727792 0.893656 0.87581 0.902346 0.777454 0.89095 0.91923 0.85154 0.718607 0.928682 0.897919 0.81292 0.827613 0.826948 0.907767 0.754348 0.889141 0.878831 0.913997 0.909798 0.886877 0.712746 0.886005 0.910715 0.839156 0.9112 0.841238 0.845622 0.92316 0.912305 0.896365 0.779319 0.856978 0.740142 0.72388 
29	0.700953 0.856447 0.877081 0.907106 0.840321 0.764043 0.85523 0.883401 0.826005 0.714158 0.802699 0.725294 0.903412 0.832845 0.809865 0.90272 0.925409 0.858974 0.714167 0.904695 0.907998 0.907976 0.885276 0.808178 0.737429 0.771874 0.744269 0.915145 0.854507 0.905518 0.851775 0.865426 0.772692 0.726792 0.844166 0.891473 0.763007 0.812505 0.930213 0.717734 0.916653 0.923975 0.808377 0.895918 0.924468 0.813652 0.777053 0.90678 0.910077 0.821479 0.888593 0.902651 0.936533 0.808161 0.904382 0.837787 0.830594 0.908252 0.741648 0.856028 0.829195 0.837155 0.867254 0.841902 0.740046 0.719862 0.902114 0.863399 0.869985 0.762593 0.883648 0.93099 0.791224 0.719058 0.936504 0.883369 0.816637 0.838869 0.843146 0.911187 0.744563 0.890269 0.850859 0.807262 0.915471 0.881285 0.714091 0.87732 0.904064 0.848721 0.888255 0.831717 0.842913 0.934356 0.907067 0.76458 0.775516 0.736909 0.742568 0.728652 
30	0.690374 0.718809 0.796425 0.846979 0.913391 0.699445 0.908509 0.894859 0.837885 0.797002 0.765683 0.913242 0.819312 0.814868 0.917481 0.933862 0.837567 0.903406 0.694199 0.785556 0.85271 0.846558 0.835323 0.738291 0.697929 0.687723 0.692795 0.926504 0.748176 0.852993 0.766098 0.805348 0.695901 0.699091 0.881597 0.887671 0.926635 0.724388 0.8175 0.687455 0.849433 0.916301 0.907151 0.920498 0.886761 0.891944 0.692904 0.846828 0.89917 0.704383 0.90489 0.923848 0.782255 0.741604 0.894107 0.925406 0.699386 0.87572 0.68078 0.77712 0.872202 0.886885 0.87135 0.764791 0.716178 0.681127 0.907062 0.756766 0.801418 0.700342 0.915447 0.847196 0.91016 0.69603 0.916368 0.807857 0.697451 0.855326 0.888561 0.81249 0.697384 0.742629 0.805899 0.919202 0.941303 0.851038 0.704672 0.898723 0.832817 0.908189 0.889008 0.763788 0.759509 0.923569 0.85682 0.925099 0.71478 0.735874 0.711176 0.686002 
31	0.683293 0.806713 0.799727 0.706744 0.710952 0.849309 0.723681 0.714258 0.69808 0.838628 0.76712 0.710808 0.761637 0.759719 0.706645 0.718961 0.757304 0.707504 0.768113 0.786027 0.717795 0.747676 0.790664 0.813114 0.843632 0.844792 0.864238 0.712594 0.818566 0.753808 0.781963 0.725836 0.814723 0.774973 0.715271 0.714009 0.722983 0.809791 0.753164 0.781496 0.789215 0.709973 0.743542 0.729417 0.750088 0.712696 0.834479 0.753128 0.736085 0.826245 0.704023 0.730847 0.757207 0.790999 0.702723 0.743451 0.788315 0.722393 0.854294 0.762128 0.700349 0.697589 0.722046 0.771777 0.831362 0.835132 0.716996 0.770236 0.728784 0.840138 0.733939 0.759664 0.721235 0.754406 0.7225 0.740505 0.810946 0.710116 0.714112 0.713367 0.851743 0.790801 0.769291 0.74348 0.733877 0.704911 0.725901 0.698498 0.710007 0.720226 0.738381 0.808678 0.816323 0.72022 0.759176 0.732794 0.825687 0.793918 0.806317 0.81777 
32	0.698425 0.774441 0.804528 0.902009 0.918863 0.7235 0.911201 0.894152 0.892115 0.785311 0.765235 0.922481 0.818548 0.809038 0.926481 0.938522 0.853585 0.926765 0.70166 0.81152 0.873928 0.839206 0.811527 0.748618 0.715957 0.722433 0.712281 0.931075 0.748125 0.843061 0.770839 0.816873 0.722621 0.708635 0.863462 0.921385 0.927932 0.733549 0.859506 0.698923 0.852496 0.925001 0.902604 0.903977 0.901299 0.893886 0.718206 0.847962 0.933344 0.735519 0.923608 0.937182 0.842046 0.754818 0.929089 0.902055 0.756996 0.87664 0.708353 0.812647 0.883572 0.917664 0.849777 0.771631 0.718339 0.701277 0.896724 0.797703 0.872301 0.726172 0.922538 0.853227 0.928153 0.706219 0.911542 0.821449 0.732404 0.885052 0.907923 0.889832 0.717265 0.777819 0.800883 0.91196 0.936448 0.903986 0.706725 0.912435 0.87544 0.905159 0.893847 0.757985 0.777072 0.92431 0.824287 0.909937 0.722396 0.770107 0.716518 0.703447 
33	0.680762 0.907526 0.900121 0.764351 0.744509 0.811262 0.765464 0.763474 0.723152 0.921042 0.824852 0.752964 0.82515 0.868481 0.734452 0.765607 0.840025 0.752989 0.725223 0.886177 0.7912 0.828837 0.899672 0.867656 0.803424 0.841296 0.836536 0.744942 0.915014 0.851696 0.878311 0.822893 0.811927 0.720867 0.750163 0.767002 0.78101 0.859644 0.835312 0.74306 0.879909 0.753941 0.81911 0.78626 0.826628 0.748696 0.798468 0.844177 0.796809 0.901887 0.752836 0.787214 0.850583 0.881964 0.746714 0.810576 0.890294 0.800334 0.808737 0.865398 0.744043 0.72368 0.769699 0.812452 0.789663 0.785804 0.790142 0.866781 0.804991 0.849815 0.793468 0.854883 0.763366 0.713375 0.780933 0.822626 0.879109 0.737864 0.741343 0.77773 0.812742 0.89597 0.871067 0.815772 0.788871 0.763106 0.693628 0.743538 0.780856 0.755226 0.814793 0.908478 0.910749 0.760313 0.856962 0.797826 0.856079 0.895929 0.744226 0.764888 
34	0.699273 0.748873 0.764122 0.830641 0.933157 0.710972 0.933572 0.805788 0.935951 0.733528 0.71437 0.84808 0.767258 0.738624 0.894423 0.88805 0.806952 0.883093 0.695529 0.779015 0.791848 0.781905 0.769234 0.719391 0.707592 0.705958 0.704763 0.869475 0.72688 0.774774 0.73749 0.745914 0.705875 0.700146 0.92467 0.878241 0.857009 0.699322 0.823613 0.699717 0.790051 0.858921 0.828361 0.868011 0.852198 0.9048 0.707321 0.789592 0.89374 0.717729 0.86582 0.899824 0.808562 0.713998 0.883428 0.858263 0.723218 0.785193 0.700704 0.757926 0.832679 0.89877 0.85336 0.73611 0.707597 0.696636 0.844161 0.751357 0.818936 0.707533 0.86075 0.808483 0.917662 0.700143 0.855771 0.749876 0.705018 0.918819 0.925094 0.83893 0.702657 0.755622 0.730396 0.850142 0.890805 0.846921 0.695932 0.849859 0.807163 0.947931 0.847002 0.716561 0.728484 0.866551 0.761157 0.825416 0.703836 0.727327 0.704337 0.701913 
35	0.697521 0.771725 0.778142 0.844613 0.925561 0.707423 0.936705 0.807108 0.898588 0.763699 0.737063 0.867075 0.771573 0.771904 0.914402 0.861874 0.84928 0.884972 0.694289 0.803176 0.820326 0.789706 0.796469 0.711889 0.712897 0.699616 0.708088 0.836029 0.732475 0.791193 0.747044 0.733956 0.701452 0.697476 0.932553 0.865918 0.910058 0.693755 0.85721 0.697466 0.824307 0.873316 0.863628 0.90389 0.884072 0.907271 0.702896 0.827619 0.90965 0.727458 0.870133 0.914406 0.846285 0.712817 0.862799 0.900268 0.734224 0.802459 0.700501 0.788862 0.865325 0.839081 0.908654 0.733652 0.710367 0.697864 0.874464 0.776839 0.860164 0.707518 0.907733 0.837885 0.93692 0.695496 0.869993 0.768163 0.69923 0.893785 0.862896 0.846927 0.707248 0.781502 0.735195 0.889952 0.912218 0.854647 0.687995 0.858505 0.832482 0.94243 0.882832 0.739228 0.725819 0.871331 0.791206 0.886769 0.704687 0.759746 0.70105 0.700216 
36	0.692128 0.816574 0.822318 0.859489 0.87731 0.716282 0.906681 0.832838 0.82586 0.809507 0.758583 0.875812 0.802012 0.817082 0.878176 0.878281 0.915455 0.887784 0.693092 0.86026 0.864981 0.828899 0.860859 0.73946 0.722038 0.718721 0.725679 0.85074 0.793011 0.85233 0.78765 0.776711 0.715495 0.694466 0.888896 0.891329 0.922939 0.725734 0.907343 0.699794 0.878496 0.871321 0.917684 0.92595 0.929053 0.874452 0.711193 0.895153 0.928188 0.766544 0.863886 0.926437 0.904929 0.759024 0.852733 0.939865 0.777369 0.873997 0.707815 0.835608 0.870955 0.823401 0.902574 0.748037 0.719156 0.706232 0.911465 0.822762 0.899628 0.729534 0.924684 0.895369 0.901269 0.692802 0.901817 0.799452 0.734122 0.856414 0.850926 0.881018 0.718799 0.843134 0.801046 0.929273 0.93039 0.87653 0.68486 0.866646 0.866758 0.892655 0.928932 0.790723 0.783078 0.881049 0.860626 0.91643 0.732991 0.802624 0.699264 0.703107 
37	0.691218 0.775889 0.899015 0.793809 0.782718 0.771105 0.785087 0.874246 0.734612 0.912126 0.888728 0.791746 0.911719 0.916619 0.786085 0.828132 0.796321 0.783123 0.715823 0.858688 0.850194 0.93073 0.931957 0.856561 0.746396 0.777835 0.739857 0.840249 0.865491 0.923585 0.901801 0.903722 0.784689 0.746965 0.759191 0.796361 0.816921 0.854015 0.779498 0.711924 0.900841 0.858642 0.867071 0.819377 0.831595 0.774228 0.759324 0.848237 0.806505 0.81068 0.81084 0.816101 0.753175 0.877703 0.80082 0.834128 0.807908 0.86208 0.721707 0.827649 0.784347 0.775832 0.759071 0.89536 0.787526 0.735915 0.828607 0.860713 0.759529 0.80486 0.817745 0.869336 0.787722 0.735062 0.866971 0.896792 0.820233 0.755179 0.775844 0.750072 0.748793 0.846304 0.919447 0.844639 0.84336 0.791887 0.745054 0.817912 0.827066 0.776589 0.823309 0.879872 0.897431 0.858573 0.901903 0.836289 0.826514 0.852504 0.774451 0.715986 
38	0.700482 0.760688 0.767769 0.860865 0.931709 0.711527 0.937496 0.839329 0.928869 0.752912 0.736952 0.90792 0.777878 0.765566 0.919356 0.912693 0.839079 0.912845 0.702302 0.787536 0.829366 0.78844 0.78408 0.727611 0.708912 0.711486 0.710775 0.887887 0.747906 0.799301 0.7495 0.774208 0.716389 0.703439 0.934973 0.891191 0.89183 0.725164 0.836466 0.701952 0.806916 0.870175 0.854234 0.89127 0.861676 0.930934 0.713316 0.827655 0.899483 0.731457 0.892606 0.909803 0.825264 0.737164 0.896328 0.877378 0.742706 0.841591 0.706565 0.780055 0.89679 0.927906 0.900834 0.741068 0.710258 0.704061 0.864408 0.763994 0.851506 0.716689 0.893757 0.817891 0.932645 0.702937 0.862603 0.777 0.726736 0.926831 0.93381 0.869731 0.711252 0.770722 0.769261 0.868534 0.898932 0.886093 0.701272 0.887102 0.833038 0.945061 0.870403 0.744619 0.749875 0.867825 0.798144 0.877105 0.71628 0.750774 0.706951 0.703463 
39	0.695905 0.795543 0.815178 0.874203 0.910262 0.727237 0.92081 0.863785 0.88184 0.779131 0.736312 0.86471 0.81789 0.76599 0.900609 0.90991 0.87962 0.872769 0.691922 0.845992 0.83457 0.838639 0.821689 0.741434 0.718443 0.717683 0.716055 0.906984 0.758283 0.811846 0.770825 0.77184 0.711345 0.699632 0.901114 0.910647 0.903908 0.717821 0.88883 0.700637 0.86105 0.912866 0.890029 0.916208 0.918172 0.858936 0.716489 0.843277 0.938103 0.740712 0.890514 0.934675 0.881293 0.723699 0.905921 0.915858 0.749273 0.805175 0.706659 0.795837 0.809317 0.864626 0.893751 0.768693 0.712699 0.692774 0.895845 0.800285 0.869392 0.714461 0.91206 0.875486 0.906744 0.697291 0.914608 0.78214 0.717207 0.892267 0.891166 0.875623 0.706971 0.807683 0.751126 0.914994 0.937706 0.873501 0.689517 0.851404 0.863521 0.913224 0.909163 0.740215 0.762297 0.922732 0.820374 0.878712 0.712509 0.766129 0.708876 0.705732 
40	0.673759 0.873426 0.883243 0.744881 0.745495 0.774709 0.758515 0.785325 0.708898 0.916808 0.844313 0.74482 0.849679 0.842048 0.749832 0.75827 0.818758 0.738669 0.697662 0.860272 0.769295 0.861438 0.8796 0.824979 0.767436 0.774544 0.795957 0.76551 0.863047 0.832425 0.82569 0.788806 0.765519 0.728945 0.740018 0.745745 0.775583 0.815223 0.811197 0.710666 0.878703 0.775326 0.812505 0.776422 0.813999 0.735603 0.7914 0.813649 0.786668 0.837633 0.734979 0.77752 0.823461 0.830203 0.727236 0.80471 0.821497 0.771413 0.75097 0.832707 0.716334 0.712933 0.754508 0.851444 0.781269 0.735123 0.760841 0.849031 0.759956 0.802027 0.780316 0.828998 0.753824 0.707944 0.798912 0.81736 0.801536 0.731888 0.73492 0.752445 0.788413 0.851799 0.846787 0.809604 0.797069 0.723687 0.701548 0.726626 0.749076 0.752126 0.795426 0.875023 0.8768 0.79163 0.843945 0.789373 0.795217 0.856257 0.765429 0.722586 
41	0.728889 0.794673 0.808129 0.718411 0.710548 0.898299 0.715357 0.739846 0.706728 0.816594 0.797798 0.703402 0.780146 0.747054 0.711879 0.720355 0.736864 0.701656 0.804996 0.773 0.729762 0.784066 0.767783 0.83175 0.868584 0.847892 0.849313 0.730191 0.772834 0.739147 0.792366 0.757926 0.844826 0.841877 0.71011 0.71802 0.713569 0.807405 0.738605 0.798658 0.786166 0.734328 0.734437 0.721854 0.742685 0.704795 0.875468 0.72084 0.732635 0.796313 0.712499 0.727092 0.743389 0.767405 0.715803 0.731375 0.7648 0.712397 0.836223 0.743223 0.692085 0.704492 0.713183 0.829491 0.861398 0.798708 0.706417 0.77799 0.715523 0.829852 0.723537 0.748084 0.715061 0.831269 0.742153 0.764231 0.788984 0.710279 0.71095 0.715514 0.84745 0.768537 0.74039 0.733281 0.733571 0.706237 0.794037 0.703979 0.718543 0.717455 0.72628 0.76047 0.789025 0.741669 0.748211 0.719661 0.80801 0.777996 0.869886 0.821864 
42	0.678161 0.844361 0.881671 0.814785 0.814655 0.730335 0.829669 0.864139 0.758204 0.86528 0.791451 0.806494 0.866083 0.835876 0.823108 0.844057 0.887668 0.802891 0.6773 0.892801 0.815105 0.898121 0.908761 0.779194 0.718795 0.71483 0.725065 0.854812 0.821383 0.888396 0.817206 0.820662 0.713809 0.696791 0.800703 0.820627 0.854147 0.742985 0.881699 0.6947 0.930436 0.867377 0.886681 0.854672 0.898234 0.794527 0.723748 0.874869 0.871945 0.764818 0.80763 0.861651 0.884153 0.765711 0.803128 0.882848 0.770392 0.83379 0.700198 0.839883 0.761521 0.770785 0.82054 0.811465 0.729928 0.6845 0.847515 0.840736 0.814274 0.727128 0.856457 0.895636 0.819943 0.690115 0.897723 0.83403 0.725272 0.786081 0.79565 0.813946 0.714161 0.858076 0.835186 0.889444 0.888697 0.79277 0.687948 0.786919 0.819978 0.816799 0.872774 0.822375 0.827198 0.886311 0.89973 0.865527 0.728395 0.802416 0.719663 0.696294 
43	0.70634 0.925177 0.917511 0.829181 0.769545 0.805222 0.780392 0.849686 0.74968 0.918152 0.884619 0.786732 0.908844 0.901161 0.780553 0.808649 0.87409 0.788916 0.743539 0.919147 0.86076 0.908465 0.915748 0.864804 0.799367 0.821796 0.819563 0.819562 0.916694 0.893009 0.909765 0.898054 0.827936 0.751578 0.769011 0.81296 0.812036 0.876832 0.873888 0.737168 0.910607 0.82938 0.858963 0.817612 0.851795 0.766879 0.82313 0.881098 0.825173 0.897179 0.806388 0.818538 0.888184 0.88929 0.802657 0.837938 0.912556 0.860643 0.790061 0.906808 0.787499 0.766568 0.794999 0.88626 0.78546 0.770955 0.82148 0.905789 0.840648 0.844793 0.817846 0.888892 0.78468 0.736453 0.847433 0.903459 0.887272 0.764586 0.764585 0.832411 0.807689 0.924498 0.908947 0.845343 0.828871 0.807807 0.72438 0.808719 0.848118 0.776276 0.84342 0.904432 0.902388 0.837831 0.890849 0.827584 0.849125 0.913529 0.772917 0.75849 
44	0.694638 0.849032 0.867875 0.881124 0.854695 0.749411 0.870591 0.893989 0.82575 0.820862 0.782066 0.826235 0.869409 0.811548 0.857786 0.879426 0.905107 0.839077 0.694965 0.896613 0.874951 0.890822 0.867894 0.774739 0.735478 0.741752 0.733544 0.90096 0.794803 0.858113 0.81625 0.823464 0.729671 0.710316 0.836614 0.888093 0.877664 0.745541 0.923336 0.704479 0.916587 0.919345 0.905279 0.88954 0.934625 0.815044 0.742544 0.866557 0.919481 0.776542 0.862547 0.903749 0.920401 0.758027 0.883722 0.906466 0.795444 0.819326 0.723806 0.846945 0.781253 0.819013 0.852728 0.815684 0.729742 0.699557 0.890154 0.857599 0.885844 0.74061 0.894203 0.917249 0.860613 0.703743 0.934141 0.838994 0.748697 0.836116 0.837729 0.880024 0.722212 0.858607 0.785412 0.914155 0.921374 0.848939 0.693132 0.841225 0.887651 0.854233 0.907776 0.779148 0.804894 0.926898 0.869002 0.870146 0.73538 0.808019 0.723422 0.713422 
45	0.689755 0.878913 0.875546 0.86079 0.816858 0.744959 0.851396 0.820681 0.778985 0.863255 0.800557 0.841063 0.830886 0.8767 0.817502 0.85864 0.93263 0.849432 0.702759 0.911821 0.887924 0.845509 0.913575 0.788746 0.74774 0.760062 0.75637 0.813531 0.86145 0.900044 0.841359 0.833249 0.743954 0.695639 0.828855 0.858539 0.881402 0.778396 0.926659 0.711558 0.925387 0.846605 0.918316 0.886842 0.927001 0.824994 0.733615 0.921399 0.892117 0.830247 0.841685 0.885108 0.931593 0.819182 0.833102 0.914756 0.840161 0.894834 0.736323 0.890254 0.838601 0.778706 0.85895 0.763914 0.738987 0.728966 0.89343 0.879103 0.903738 0.769991 0.891499 0.93126 0.850785 0.693844 0.881445 0.852587 0.795137 0.793604 0.812892 0.871882 0.748384 0.898606 0.865466 0.912364 0.886981 0.85501 0.685159 0.840811 0.881928 0.835144 0.917742 0.852902 0.853209 0.830946 0.910554 0.897174 0.77679 0.866307 0.700284 0.719704 
46	0.699348 0.727576 0.733552 0.689048 0.702073 0.791083 0.706988 0.703461 0.693073 0.766019 0.713178 0.697987 0.719416 0.701005 0.700338 0.702716 0.714771 0.691701 0.755232 0.722404 0.690606 0.716948 0.725503 0.721398 0.771762 0.747378 0.760709 0.702724 0.721278 0.703085 0.70134 0.683917 0.722734 0.767644 0.70141 0.694532 0.703444 0.729004 0.710549 0.774094 0.740144 0.700857 0.71199 0.706195 0.716522 0.701384 0.76366 0.701848 0.71281 0.719834 0.692133 0.708945 0.709972 0.705748 0.690768 0.714208 0.688817 0.692494 0.760556 0.699405 0.68587 0.692922 0.703254 0.723207 0.787617 0.764536 0.687949 0.714608 0.694514 0.725028 0.708367 0.709136 0.70594 0.787188 0.705257 0.700837 0.698042 0.700626 0.703241 0.688726 0.771001 0.709895 0.707564 0.71419 0.713096 0.687251 0.762527 0.685898 0.68102 0.707519 0.707258 0.715539 0.740479 0.709065 0.713264 0.709468 0.71282 0.723269 0.797308 0.788984 
47	0.700646 0.830874 0.854855 0.733011 0.722967 0.884593 0.728793 0.767668 0.712137 0.865246 0.83467 0.715119 0.819638 0.783075 0.727065 0.739185 0.758016 0.708401 0.755547 0.806487 0.746995 0.831232 0.806218 0.863888 0.8452 0.848636 0.832483 0.753096 0.798393 0.767584 0.828207 0.793952 0.839144 0.797543 0.717697 0.733966 0.731919 0.833975 0.760806 0.750549 0.830129 0.758882 0.762282 0.740062 0.771791 0.712803 0.869023 0.735284 0.755948 0.816501 0.725866 0.747042 0.770221 0.79609 0.729005 0.75479 0.787909 0.723521 0.795228 0.763825 0.69138 0.712732 0.724464 0.874048 0.837526 0.751185 0.716358 0.815549 0.726917 0.834075 0.74257 0.777636 0.727731 0.785963 0.7735 0.798918 0.803925 0.716876 0.721583 0.72504 0.819618 0.7954 0.769827 0.759317 0.757818 0.714619 0.75242 0.711074 0.735607 0.728663 0.747204 0.787176 0.829805 0.768819 0.785314 0.740713 0.824225 0.812031 0.834239 0.778062 
